architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count,source_file
riscv,Non-Crypto,clang,O2,ecc_riscv_clang_O2.elf,FUN_00100690,100690,Non-Crypto,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.854067142,0.181818182,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1.0,0.0,0.0,2.0,1.0,3.0,0.090909091,2.688721876,1.971747257,0.666666667,2.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O2,ecc_riscv_clang_O2.elf,FUN_001006a0,001006a0,Non-Crypto,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.887400476,0.181818182,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1.0,0.0,0.0,2.0,1.0,3.0,0.090909091,2.855388542,1.971747257,0.666666667,2.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O2,ecc_riscv_clang_O2.elf,FUN_001006b0,001006b0,Non-Crypto,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.887400476,0.181818182,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1.0,0.0,0.0,2.0,1.0,3.0,0.090909091,2.688721876,1.971747257,0.666666667,2.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O2,ecc_riscv_clang_O2.elf,FUN_001006c0,001006c0,Non-Crypto,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.887400476,0.181818182,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1.0,0.0,0.0,2.0,1.0,3.0,0.090909091,2.855388542,1.971747257,0.666666667,2.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O2,ecc_riscv_clang_O2.elf,FUN_001006d0,001006d0,Non-Crypto,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.887400476,0.181818182,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1.0,0.0,0.0,2.0,1.0,3.0,0.090909091,2.688721876,1.971747257,0.666666667,2.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O2,ecc_riscv_clang_O2.elf,_start,1.01E+03,Non-Crypto,1.0,3.0,4.0,1.0,1.0,0.333333333,12.0,0.0,3.0,0.0,3.0,1.0,0.0,12.0,1.862985834,0.086956522,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1.0,0.0,0.0,2.0,1.0,4.0,0.086956522,4.616874606,1.910269941,0.333333333,11.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O2,ecc_riscv_clang_O2.elf,_PREINIT_0,100702,Non-Crypto,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.303515793,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.121928095,1.921928095,0.333333333,2.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O2,ecc_riscv_clang_O2.elf,deregister_tm_clones,0010070e,Non-Crypto,4.0,5.0,3.0,0.0,0.0,0.0,2.5,1.0,5.0,2.0,3.0,0.0,0.0,10.0,1.034242869,0.085714286,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2.0,0.0,0.0,3.0,3.0,6.0,0.052631579,4.215360357,2.259799223,0.3,8.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O2,ecc_riscv_clang_O2.elf,register_tm_clones,100730,Non-Crypto,4.0,5.0,3.0,0.0,0.0,0.0,3.75,1.0,5.0,2.0,3.0,0.0,0.0,15.0,0.946668011,0.10515873,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2.0,0.0,0.0,6.0,4.0,8.0,0.037037037,4.481714573,2.646157985,0.2,13.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O2,ecc_riscv_clang_O2.elf,__do_global_dtors_aux,0010075c,Non-Crypto,5.0,8.0,5.0,1.0,1.0,0.125,4.0,2.0,7.0,2.0,6.0,1.0,0.0,20.0,1.567499428,0.068253968,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1.0,0.0,16.0,3.0,3.0,14.0,0.166666667,5.055751254,2.311358185,0.25,18.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O2,ecc_riscv_clang_O2.elf,init_demo_curve,100798,ECC,1.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,1.082426004,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,0.0,0.0,0.0,7.0,0.233333333,3.842370993,1.643346334,0.083333333,7.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O2,ecc_riscv_clang_O2.elf,point_double,001007b4,ECC,5.0,20.0,17.0,0.0,0.0,0.0,18.2,1.0,10.0,3.0,17.0,0.0,0.0,91.0,1.219018103,0.067552483,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,0.0,26.0,13.0,53.0,0.10619469,5.297205781,2.04852078,0.186813187,30.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O2,ecc_riscv_clang_O2.elf,point_infinity,001008aa,ECC,1.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,1.435510082,0.043478261,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,3.0,0.0,0.0,1.0,1.0,8.0,0.260869565,4.277613437,2.212202849,0.111111111,6.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O2,ecc_riscv_clang_O2.elf,mod_add,001008c0,ECC,3.0,3.0,2.0,0.0,0.0,0.0,1.666666667,1.0,3.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.521640636,2.584962501,0.4,4.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O2,ecc_riscv_clang_O2.elf,mod_mul,001008ce,ECC,1.0,1.0,2.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,1.0,0.0,0.0,11.0,1.575129401,0.074074074,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,0.0,2.0,1.0,8.0,0.074074074,4.415061012,2.132193283,0.181818182,10.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O2,ecc_riscv_clang_O2.elf,mod_inv,001008ec,ECC,5.0,7.0,4.0,0.0,0.0,0.0,4.0,1.0,6.0,2.0,5.0,0.0,0.0,20.0,0.682033231,0.016666667,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,0.0,2.0,1.0,11.0,0.11627907,4.86346519,2.192606588,0.2,19.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O2,ecc_riscv_clang_O2.elf,mod_sub,0010091e,ECC,3.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.84441383,2.170950594,0.111111111,6.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O2,ecc_riscv_clang_O2.elf,point_add,0010093c,ECC,12.0,29.0,19.0,16.0,16.0,0.551724138,9.333333333,1.0,18.0,5.0,24.0,16.0,0.0,112.0,1.319439507,0.065580311,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,64.0,26.0,13.0,71.0,0.148409894,5.608605242,2.215547753,0.169642857,45.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O2,ecc_riscv_clang_O2.elf,scalar_mul,00100a6a,ECC,6.0,11.0,7.0,5.0,5.0,0.454545455,16.16666667,1.0,7.0,3.0,8.0,5.0,0.0,97.0,1.324117141,0.105006011,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,96.0,34.0,19.0,57.0,0.160377358,6.075678108,2.661387545,0.072164948,53.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O2,ecc_riscv_clang_O2.elf,gen_keypair,00100b70,ECC,1.0,2.0,3.0,2.0,2.0,1.0,23.0,0.0,3.0,0.0,2.0,2.0,0.0,23.0,1.776518822,0.070175439,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,0.0,4.0,2.0,19.0,0.140350877,5.006536835,2.128415369,0.130434783,18.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O2,ecc_riscv_clang_O2.elf,compute_shared,00100bae,ECC,1.0,1.0,2.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,1.0,1.0,0.0,7.0,1.899752511,0.105263158,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,0.0,2.0,1.0,6.0,0.105263158,3.530493057,2.168465671,0.285714286,6.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O2,ecc_riscv_clang_O2.elf,ecdsa_sign_toy,00100bc0,ECC,6.0,14.0,10.0,8.0,8.0,0.571428571,10.33333333,1.0,7.0,4.0,10.0,8.0,0.0,62.0,1.423144912,0.076407309,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,96.0,10.0,5.0,43.0,0.145833333,5.650329274,2.291580464,0.161290323,30.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O2,ecc_riscv_clang_O2.elf,ecdsa_verify_toy,00100c64,ECC,7.0,16.0,11.0,6.0,6.0,0.375,11.71428571,1.0,11.0,4.0,12.0,6.0,0.0,82.0,1.023844696,0.078813753,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,128.0,15.0,7.0,45.0,0.115384615,5.86470318,2.183139281,0.134146341,46.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O2,ecc_riscv_clang_O2.elf,print_point,00100d3c,Non-Crypto,3.0,4.0,3.0,2.0,2.0,0.5,5.0,0.0,4.0,1.0,3.0,2.0,0.0,15.0,1.402410165,0.138888889,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2.0,0.0,0.0,6.0,4.0,11.0,0.081081081,4.105751501,2.052463222,0.2,10.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O2,ecc_riscv_clang_O2.elf,main,00100d6a,Non-Crypto,5.0,35.0,32.0,28.0,28.0,0.8,36.8,1.0,17.0,2.0,33.0,28.0,0.0,184.0,1.239455286,0.097670245,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,21.0,0.0,0.0,79.0,50.0,149.0,0.053608247,5.517283775,1.945992694,0.173913043,39.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O2,ecc_riscv_clang_O2.elf,point_is_equal,00100fa2,ECC,7.0,6.0,1.0,0.0,0.0,0.0,2.857142857,4.0,7.0,3.0,3.0,0.0,0.0,20.0,0.35108284,0.023809524,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,0.0,1.0,1.0,6.0,0.142857143,4.664653804,2.014176158,0.05,16.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O2,ecc_riscv_clang_O2.elf,egcd,00100fd0,ECC,4.0,5.0,3.0,1.0,1.0,0.2,8.75,1.0,3.0,1.0,4.0,1.0,0.0,35.0,1.146885838,0.015625,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,48.0,2.0,1.0,23.0,0.189189189,5.56812612,2.36863718,0.085714286,27.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O2,ecc_riscv_clang_O2.elf,__umodti3,0010102a,ECC,69.0,106.0,39.0,11.0,8.0,0.103773585,3.782608696,4.0,66.0,41.0,65.0,11.0,0.0,261.0,0.364163782,0.105878815,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,6.0,0.0,0.0,113.0,68.0,115.0,0.013636364,6.24764943,3.079228368,0.149425287,151.0,ecc_crypto_dataset.csv
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,FUN_00100680,100680,Non-Crypto,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.887400476,0.181818182,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1.0,0.0,0.0,2.0,1.0,3.0,0.090909091,2.855388542,1.971747257,0.666666667,2.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,FUN_00100690,100690,Non-Crypto,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.854067142,0.181818182,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1.0,0.0,0.0,2.0,1.0,3.0,0.090909091,2.688721876,1.971747257,0.666666667,2.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,FUN_001006a0,001006a0,Non-Crypto,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.887400476,0.181818182,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1.0,0.0,0.0,2.0,1.0,3.0,0.090909091,2.855388542,1.971747257,0.666666667,2.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,FUN_001006b0,001006b0,Non-Crypto,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.887400476,0.181818182,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1.0,0.0,0.0,2.0,1.0,3.0,0.090909091,2.688721876,1.971747257,0.666666667,2.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,FUN_001006c0,001006c0,Non-Crypto,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.887400476,0.181818182,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1.0,0.0,0.0,2.0,1.0,3.0,0.090909091,2.855388542,1.971747257,0.666666667,2.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,FUN_001006d0,001006d0,Non-Crypto,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.887400476,0.181818182,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1.0,0.0,0.0,2.0,1.0,3.0,0.090909091,2.688721876,1.971747257,0.666666667,2.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,_start,1.01E+03,Non-Crypto,1.0,3.0,4.0,1.0,1.0,0.333333333,12.0,0.0,3.0,0.0,3.0,1.0,0.0,12.0,1.862985834,0.086956522,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1.0,0.0,0.0,2.0,1.0,4.0,0.086956522,4.616874606,1.910269941,0.333333333,11.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,_PREINIT_0,100702,Non-Crypto,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.303515793,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.121928095,1.921928095,0.333333333,2.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,deregister_tm_clones,0010070e,Non-Crypto,4.0,5.0,3.0,0.0,0.0,0.0,2.5,1.0,5.0,2.0,3.0,0.0,0.0,10.0,1.034242869,0.085714286,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2.0,0.0,0.0,3.0,3.0,6.0,0.052631579,4.215360357,2.259799223,0.3,8.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,register_tm_clones,100730,Non-Crypto,4.0,5.0,3.0,0.0,0.0,0.0,3.75,1.0,5.0,2.0,3.0,0.0,0.0,15.0,0.946668011,0.10515873,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2.0,0.0,0.0,6.0,4.0,8.0,0.037037037,4.481714573,2.646157985,0.2,13.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,__do_global_dtors_aux,0010075c,Non-Crypto,5.0,8.0,5.0,1.0,1.0,0.125,4.0,2.0,7.0,2.0,6.0,1.0,0.0,20.0,1.567499428,0.068253968,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1.0,0.0,16.0,3.0,3.0,14.0,0.166666667,5.055751254,2.311358185,0.25,18.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,init_demo_curve,100798,ECC,1.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,1.082426004,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,0.0,0.0,0.0,7.0,0.233333333,3.842370993,1.643346334,0.083333333,7.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,point_double,001007b4,ECC,5.0,20.0,17.0,0.0,0.0,0.0,18.2,1.0,10.0,3.0,17.0,0.0,0.0,91.0,1.217536621,0.067552483,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,0.0,26.0,13.0,53.0,0.10619469,5.278436276,2.04852078,0.186813187,30.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,point_infinity,001008aa,ECC,1.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,1.435510082,0.043478261,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,3.0,0.0,0.0,1.0,1.0,8.0,0.260869565,4.277613437,2.212202849,0.111111111,6.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,mod_add,001008c0,ECC,3.0,3.0,2.0,0.0,0.0,0.0,1.666666667,1.0,3.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.521640636,2.584962501,0.4,4.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,mod_mul,001008ce,ECC,1.0,1.0,2.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,1.0,0.0,0.0,11.0,1.575129401,0.074074074,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,0.0,2.0,1.0,8.0,0.074074074,4.415061012,2.132193283,0.181818182,10.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,mod_inv,001008ec,ECC,5.0,6.0,3.0,0.0,0.0,0.0,4.6,2.0,6.0,2.0,4.0,0.0,0.0,23.0,0.867110597,0.016666667,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,0.0,2.0,1.0,14.0,0.137254902,4.882811395,2.124352609,0.130434783,19.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,mod_sub,100924,ECC,3.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.84441383,2.170950594,0.111111111,6.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,point_add,100942,ECC,12.0,29.0,19.0,16.0,16.0,0.551724138,9.333333333,1.0,18.0,5.0,24.0,16.0,0.0,112.0,1.319370427,0.065580311,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,64.0,26.0,13.0,71.0,0.148409894,5.616887157,2.215547753,0.169642857,45.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,scalar_mul,00100a70,ECC,6.0,11.0,7.0,5.0,5.0,0.454545455,16.16666667,1.0,7.0,3.0,8.0,5.0,0.0,97.0,1.324117141,0.105006011,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,96.0,34.0,19.0,57.0,0.160377358,6.070296774,2.661387545,0.072164948,53.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,gen_keypair,00100b76,ECC,1.0,2.0,3.0,2.0,2.0,1.0,23.0,0.0,3.0,0.0,2.0,2.0,0.0,23.0,1.776518822,0.070175439,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,0.0,4.0,2.0,19.0,0.140350877,4.962103165,2.128415369,0.130434783,18.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,compute_shared,00100bb4,ECC,1.0,1.0,2.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,1.0,1.0,0.0,7.0,1.878013381,0.105263158,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,0.0,2.0,1.0,6.0,0.105263158,3.530493057,2.168465671,0.285714286,6.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,ecdsa_sign_toy,00100bc6,ECC,6.0,14.0,10.0,8.0,8.0,0.571428571,10.33333333,1.0,7.0,4.0,10.0,8.0,0.0,62.0,1.434038754,0.076407309,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,96.0,10.0,5.0,43.0,0.145833333,5.717760066,2.291580464,0.161290323,30.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,ecdsa_verify_toy,00100c6a,ECC,7.0,16.0,11.0,6.0,6.0,0.375,11.71428571,1.0,11.0,4.0,12.0,6.0,0.0,82.0,1.028614371,0.078813753,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,128.0,15.0,7.0,45.0,0.115384615,5.837180183,2.183139281,0.134146341,46.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,print_point,00100d42,Non-Crypto,3.0,4.0,3.0,2.0,2.0,0.5,5.0,0.0,4.0,1.0,3.0,2.0,0.0,15.0,1.402410165,0.138888889,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2.0,0.0,0.0,6.0,4.0,11.0,0.081081081,4.105751501,2.052463222,0.2,10.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,O3,ecc_riscv_clang_O3.elf,main,00100d70,Non-Crypto,5.0,35.0,32.0,28.0,28.0,0.8,37.6,1.0,17.0,2.0,33.0,28.0,0.0,188.0,1.233635971,0.095927662,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,21.0,0.0,0.0,79.0,50.0,153.0,0.063872255,5.553590316,1.967843727,0.170212766,42.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,point_is_equal,00100fb0,ECC,5.0,4.0,1.0,0.0,0.0,0.0,3.2,3.0,5.0,2.0,2.0,0.0,0.0,16.0,0.108712889,0.125,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,0.0,3.0,2.0,2.0,0.0,4.464389684,1.703997883,0.0625,14.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,egcd,00100fd6,ECC,4.0,5.0,3.0,1.0,1.0,0.2,8.75,1.0,3.0,1.0,4.0,1.0,0.0,35.0,1.145258925,0.015625,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,0.0,48.0,2.0,1.0,23.0,0.189189189,5.56812612,2.36863718,0.085714286,27.0,ecc_crypto_dataset.csv
riscv,ECC,clang,O3,ecc_riscv_clang_O3.elf,__umodti3,101030,ECC,69.0,106.0,39.0,11.0,8.0,0.103773585,3.782608696,4.0,66.0,41.0,65.0,11.0,0.0,261.0,0.371420748,0.105878815,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,6.0,0.0,0.0,113.0,68.0,115.0,0.013636364,6.258354898,3.079228368,0.149425287,151.0,ecc_crypto_dataset.csv
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,Os,ecc_riscv_clang_Os.elf,FUN_00100680,100680,Non-Crypto,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.887400476,0.181818182,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1.0,0.0,0.0,2.0,1.0,3.0,0.090909091,2.855388542,1.971747257,0.666666667,2.0,ecc_crypto_dataset.csv
riscv,Non-Crypto,clang,Os,ecc_riscv_clang_Os.elf,FUN_00100690,100690,Non-Crypto,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.854067142,0.181818182,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1.0,0.0,0.0,2.0,1.0,3.0,0.090909091,2.688721876,1.971747257,0.666666667,2.0,ecc_crypto_dataset.csv
